Pass or Fail,Found or not,Page,Search Term,Position found,Position wanted
FAIL,FOUND,/update-company-car-details,company car details,5,<= 3
FAIL,FOUND,/expenses-and-benefits-company-cars,company car fuel,7,<= 3
FAIL,FOUND,/government/publications/advisory-fuel-rates,company car fuel rates,5,<= 3
FAIL,FOUND,/expenses-and-benefits-company-cars,company car fuel rates,7,<= 3
FAIL,NOT FOUND,/government/publications/rates-and-allowances-travel-mileage-and-fuel-allowances,company car mileage rates,0,<= 3
FAIL,NOT FOUND,/government/publications/advisory-fuel-rates,company car mileage rates,0,<= 3
PASS,FOUND,/update-company-car-details,company car tax,2,<= 3
FAIL,FOUND,/tax-company-benefits,company car tax,8,<= 3
FAIL,FOUND,/calculate-tax-on-company-cars,company car tax calculation,7,<= 3
FAIL,FOUND,/calculate-tax-on-company-cars,company car tax calculator,7,<= 3
FAIL,NOT FOUND,/calculate-vehicle-tax-rates,company car tax calculator,0,<= 3
FAIL,FOUND,/government/publications/income-tax-company-car-tax-rates-and-bands-for-2017-to-2018-and-2018-to-2019,company car tax rates,4,<= 3
FAIL,FOUND,/calculate-vehicle-tax-rates,company car tax rates,5,<= 3
FAIL,FOUND,/government/statistics/taxable-benefits-in-kind-and-expenses-payments-company-car-tax-rules-2005-to-2016,company car tax rules,6,<= 3
FAIL,FOUND,/update-company-car-details,company car update,5,<= 3
FAIL,FOUND,/find-lost-utr-number,company utr,4,<= 3
PASS,FOUND,/government/publications/vision-for-district-nursing,compassion in practice,1,<= 3
FAIL,FOUND,/guidance/spirits-duty,compounders licence,8,<= 3
FAIL,NOT FOUND,/government/publications/thailand-consular-fees,consular fees,0,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,contact dbs,1,<= 3
PASS,FOUND,/disability-benefits-helpline,contact dla,2,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,contact dla,3,<= 3
PASS,FOUND,/government/organisations/environment-agency,contact environment agency,2,<= 3
PASS,FOUND,/employment-support-allowance,contact esa,1,<= 3
PASS,FOUND,/government/organisations/foreign-commonwealth-office,contact fco,1,<= 3
PASS,FOUND,/contact-the-dvla,contact gov.uk,2,<= 3
FAIL,FOUND,/government/organisations/hm-courts-and-tribunals-service,contact hmcts,4,<= 3
PASS,FOUND,/contact-hmrc,contact inland revenue,1,<= 3
PASS,FOUND,/contact-ukvi-inside-outside-uk,contact ukvi application,1,<= 3
PASS,FOUND,/employment-support-allowance,contribution based esa,1,<= 3
PASS,FOUND,/jobseekers-allowance,contribution based jsa,2,<= 3
PASS,FOUND,/employment-support-allowance,contribution esa,1,<= 3
PASS,FOUND,/jobseekers-allowance,contribution jsa,1,<= 3
PASS,FOUND,/employment-support-allowance,contributions based esa,1,<= 3
PASS,FOUND,/guidance/controlled-drugs-licences-fees-and-returns,controlled drug licence,2,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,copy death certificate,1,<= 3
FAIL,FOUND,/government/publications/death-certificate-application-form,copy death certificate,4,<= 3
FAIL,FOUND,/search-will-probate,copy of a will,4,<= 3
PASS,FOUND,/request-copy-criminal-record,copy of dbs,1,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,copy of death certificate,1,<= 3
PASS,FOUND,/government/publications/death-certificate-application-form,copy of death certificate,3,<= 3
PASS,FOUND,/power-of-attorney,copy of lpa,1,<= 3
FAIL,NOT FOUND,/government/publications/birth-certificate-application-form,copy of my birth certificate,0,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,copy of my birth certificate,1,<= 3
FAIL,FOUND,/search-will-probate,copy of will,4,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,copy of will,1,<= 3
PASS,FOUND,/copyright,copyright,3,<= 3
PASS,FOUND,/intellectual-property-an-overview,copyright,1,<= 3
PASS,FOUND,/government/publications/patents-sections-copyright-designs-and-patents-act-1988,"copyright, designs and patents act 1988",3,<= 3
FAIL,FOUND,/find-lost-utr-number,corporation tax utr,6,<= 3
PASS,FOUND,/correcting-a-death-registration,correct a death registration,1,<= 3
FAIL,NOT FOUND,/calculate-vehicle-tax-rates,cost of car tax,0,<= 3
PASS,FOUND,/vehicle-tax,cost of car tax,1,<= 3
PASS,FOUND,/power-of-attorney,cost of lpa,1,<= 3
FAIL,NOT FOUND,/calculate-vehicle-tax-rates,cost of road tax,0,<= 3
PASS,FOUND,/check-vehicle-tax,cost of road tax,1,<= 3
FAIL,FOUND,/renew-adult-passport,cost to renew passport,4,<= 3
PASS,FOUND,/government/publications/apply-for-criminal-court-costs-from-central-funds-form-5911,costs from central funds,1,<= 3
PASS,FOUND,/apply-for-council-tax-discount,council tax discount,2,<= 3
PASS,FOUND,/apply-council-tax-reduction,council tax discount,1,<= 3
PASS,FOUND,/apply-council-tax-reduction,council tax reduction,1,<= 3
PASS,FOUND,/apply-for-council-tax-discount,council tax reduction,2,<= 3
PASS,FOUND,/apply-council-tax-reduction,council tax reduction form,3,<= 3
PASS,FOUND,/government/news/driving-licence-changes,counterpart driving licence,1,<= 3
PASS,FOUND,/view-driving-licence,counterpart driving licence,2,<= 3
PASS,FOUND,/court-fees-what-they-are,county court fees,3,<= 3
PASS,FOUND,/make-court-claim-for-money,court costs,1,<= 3
FAIL,NOT FOUND,/government/organisations/hm-courts-and-tribunals-service,court costs,0,<= 3
PASS,FOUND,/court-fees-what-they-are,court fees,1,<= 3
PASS,FOUND,/become-deputy,court of protection fees,1,<= 3
PASS,FOUND,/court-fees-what-they-are,court of protection fees,2,<= 3
PASS,FOUND,/view-driving-licence,courtesy car,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,crb,2,<= 3
PASS,FOUND,/dbs-update-service,crb check,1,<= 3
FAIL,FOUND,/government/organisations/disclosure-and-barring-service,crb check,5,<= 3
PASS,FOUND,/dbs-update-service,crb checks,1,<= 3
FAIL,FOUND,/government/organisations/disclosure-and-barring-service,crb checks,5,<= 3
FAIL,FOUND,/government/organisations/disclosure-and-barring-service,create an individual account dbs,6,<= 3
FAIL,FOUND,/dbs-update-service,create an individual account dbs,5,<= 3
PASS,FOUND,/budgeting-help-benefits,crisis loans,1,<= 3
FAIL,NOT FOUND,/government/statistics/social-fund-crisis-loan-multiple-applications-and-awards-2010,crisis loans,0,<= 3
PASS,FOUND,/government/publications/the-social-fund-technical-guidance,crisis loans,3,<= 3
PASS,FOUND,/log-in-file-self-assessment-tax-return,cwf1,1,<= 3
FAIL,NOT FOUND,/government/collections/self-employment-forms-and-helpsheets,cwf1,0,<= 3
PASS,FOUND,/log-in-file-self-assessment-tax-return,cwf1 form,1,<= 3
PASS,FOUND,/log-in-register-hmrc-online-services,cwf1 form,3,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,d l a,1,<= 3
PASS,FOUND,/guidance/immigration-rules/immigration-rules-appendix-fm-family-members,d-ltrpt.1.2,1,<= 3
PASS,FOUND,/dvlaforms,d1 application,2,<= 3
PASS,FOUND,/change-address-driving-licence,d1 application,1,<= 3
FAIL,FOUND,/change-name-driving-licence,d1 application,4,<= 3
PASS,FOUND,/dvlaforms,d1 application form,2,<= 3
PASS,FOUND,/change-address-driving-licence,d1 application form,1,<= 3
FAIL,FOUND,/change-name-driving-licence,d1 application form,4,<= 3
FAIL,FOUND,/driving-a-minibus,d1 licence,5,<= 3
FAIL,FOUND,/driving-licence-categories,d1 licence,7,<= 3
PASS,FOUND,/renew-driving-licence-at-70,d46p,1,<= 3
PASS,FOUND,/renew-driving-licence-at-70,d46p form,1,<= 3
PASS,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,d777,1,<= 3
PASS,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,d786b,1,<= 3
PASS,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,d786b,3,<= 3
PASS,FOUND,/government/publications/d8881-request-by-a-company-about-driver-entitlement,d796,1,<= 3
PASS,FOUND,/pay-dartford-crossing-charge,dart charge my account,1,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,date of death,2,<= 3
PASS,FOUND,/dbs-update-service,dbs,3,<= 3
FAIL,NOT FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs,0,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs application,3,<= 3
FAIL,FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs application,9,<= 3
PASS,FOUND,/dbs-update-service,dbs application,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs application form,3,<= 3
FAIL,FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs application form,10,<= 3
PASS,FOUND,/dbs-update-service,dbs application form,1,<= 3
PASS,FOUND,/dbs-update-service,dbs application forms,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs application forms,3,<= 3
FAIL,FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs application forms,10,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs apply,3,<= 3
PASS,FOUND,/dbs-update-service,dbs certificate,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs certificate,3,<= 3
FAIL,FOUND,/government/publications/dbs-certificate-reprint-guide,dbs certificate reprint,7,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs check,3,<= 3
PASS,FOUND,/dbs-update-service,dbs check,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs checks,3,<= 3
PASS,FOUND,/dbs-update-service,dbs checks,1,<= 3
FAIL,NOT FOUND,/government/publications/dbs-code-of-practice,dbs code of practice,0,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs code of practice,2,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs contact,2,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs contact number,2,<= 3
FAIL,NOT FOUND,/government/publications/dbs-continuation-sheet,dbs continuation form,0,<= 3
PASS,FOUND,/dbs-check-applicant-criminal-record,dbs cost,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs cost,2,<= 3
FAIL,FOUND,/dbs-update-service,dbs create an individual account,5,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs documents,2,<= 3
FAIL,FOUND,/guidance/dbs-check-requests-guidance-for-employers,dbs documents,8,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs eligibility,1,<= 3
FAIL,FOUND,/government/publications/dbs-check-eligible-positions-guidance,dbs eligibility,7,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs enhanced,3,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs fees,2,<= 3
FAIL,FOUND,/government/publications/dbs-filtering-guidance,dbs filtering,10,<= 3
FAIL,FOUND,/government/collections/dbs-filtering-guidance,dbs filtering guidance,8,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs form,3,<= 3
FAIL,FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs form,7,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs guidance,2,<= 3
FAIL,FOUND,/government/publications/dbs-application-forms-guide-for-applicants,dbs guidance,8,<= 3
FAIL,FOUND,/government/publications/dbs-identity-checking-guidelines,dbs id,8,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs id,2,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs login,3,<= 3
FAIL,FOUND,/dbs-update-service,dbs login,7,<= 3
PASS,FOUND,/dbs-update-service,dbs online,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs online,3,<= 3
PASS,FOUND,/dbs-update-service,dbs online account,1,<= 3
FAIL,FOUND,/government/organisations/disclosure-and-barring-service,dbs online application,4,<= 3
FAIL,NOT FOUND,/government/publications/criminal-records-checks-for-overseas-applicants,dbs overseas,0,<= 3
PASS,FOUND,/dbs-update-service,dbs registration,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs registration,3,<= 3
PASS,FOUND,/dbs-update-service,dbs renew,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs renewal,3,<= 3
PASS,FOUND,/dbs-update-service,dbs renewal,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs self employed,3,<= 3
PASS,FOUND,/dbs-update-service,dbs self employed,2,<= 3
FAIL,FOUND,/find-dbs-umbrella-body,dbs self employed,6,<= 3
PASS,FOUND,/dbs-update-service,dbs service,1,<= 3
FAIL,FOUND,/dbs-update-service,dbs status check,4,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs tracker,2,<= 3
FAIL,FOUND,/dbs-update-service,dbs tracker,6,<= 3
FAIL,FOUND,/guidance/track-a-dbs-application,dbs tracking,9,<= 3
FAIL,FOUND,/government/organisations/disclosure-and-barring-service,dbs tracking,4,<= 3
PASS,FOUND,/find-dbs-umbrella-body,dbs umbrella bodies,2,<= 3
PASS,FOUND,/dbs-update-service,dbs update,1,<= 3
FAIL,FOUND,/government/collections/dbs-update-service-promotional-material,dbs update,9,<= 3
PASS,FOUND,/dbs-update-service,dbs update login,1,<= 3
PASS,FOUND,/dbs-update-service,dbs update service,1,<= 3
PASS,FOUND,/dbs-update-service,dbs updates,1,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,dbs volunteers,3,<= 3
FAIL,FOUND,/volunteering,dbs volunteers,7,<= 3
PASS,FOUND,/after-a-death,death,1,<= 3
FAIL,NOT FOUND,/government/publications/devolution-on-the-death-of-a-registered-proprietor,death,0,<= 3
FAIL,NOT FOUND,/update-property-records-someone-dies,death,0,<= 3
PASS,FOUND,/government/collections/death-abroad-bereavement-packs,death abroad,3,<= 3
PASS,FOUND,/death-spouse-benefits-tax-pension,death and benefits,2,<= 3
FAIL,FOUND,/benefits-calculators,death and benefits,10,<= 3
FAIL,NOT FOUND,/bereavement-allowance,death and benefits,0,<= 3
PASS,FOUND,/guidance/pension-administrators-lump-sum-death-benefit-payments,death benefit,1,<= 3
FAIL,NOT FOUND,/death-spouse-benefits-tax-pension,death benefit,0,<= 3
PASS,FOUND,/guidance/pension-administrators-lump-sum-death-benefit-payments,death benefits,1,<= 3
FAIL,NOT FOUND,/death-spouse-benefits-tax-pension,death benefits,0,<= 3
FAIL,NOT FOUND,/hmrc-internal-manuals/pensions-tax-manual/ptm071000,death benefits,0,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,death certificate,1,<= 3
FAIL,FOUND,/government/publications/death-certificate-application-form,death certificate,4,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,death certificates,1,<= 3
FAIL,FOUND,/government/publications/changes-to-the-death-certification-process,death certification,6,<= 3
PASS,FOUND,/inheritance-tax,death duties,1,<= 3
PASS,FOUND,/after-a-death,death grant,3,<= 3
PASS,FOUND,/update-property-records-someone-dies,death of joint owner,3,<= 3
FAIL,NOT FOUND,/government/publications/what-to-do-with-a-passport-when-the-passport-holder-has-died,death of passport holder,0,<= 3
FAIL,FOUND,/after-a-death,death of registered keeper,8,<= 3
PASS,FOUND,/death-spouse-benefits-tax-pension,death of spouse,1,<= 3
PASS,FOUND,/sold-bought-vehicle,death of vehicle owner,1,<= 3
FAIL,FOUND,/register-a-death,death overseas,4,<= 3
PASS,FOUND,/register-offices,death records,2,<= 3
FAIL,NOT FOUND,/government/publications/family-tracing-public-records-and-finding-people-in-the-uk,death records,0,<= 3
PASS,FOUND,/order-copy-birth-death-marriage-certificate,death register,1,<= 3
FAIL,FOUND,/register-a-death,death registration,10,<= 3
PASS,FOUND,/guidance/debt-advisor-tools-and-information,debt adviser tools,1,<= 3
PASS,FOUND,/guidance/debt-advisor-tools-and-information,debt advisor,1,<= 3
PASS,FOUND,/guidance/debt-advisor-tools-and-information,debt advisor tools,1,<= 3
FAIL,FOUND,/government/news/mod-launches-new-defence-discount-service,defence discount service,7,<= 3
PASS,FOUND,/respond-to-court-claim-for-money,defend a claim,1,<= 3
PASS,FOUND,/government/organisations/department-for-education,department for education,1,<= 3
PASS,FOUND,/government/organisations/department-for-international-development,department for international development,1,<= 3
PASS,FOUND,/government/organisations/department-of-health,department of health,1,<= 3
PASS,FOUND,/become-deputy,deputyship fees,1,<= 3
PASS,FOUND,/vat-registration,deregistration,1,<= 3
PASS,FOUND,/government/organisations/department-for-education,dfe,1,<= 3
PASS,FOUND,/government/organisations/department-for-education,dfe number,1,<= 3
PASS,FOUND,/government/organisations/department-for-education,dfe numbers,1,<= 3
PASS,FOUND,/government/organisations/department-for-education/about/statistics,dfe statistics,2,<= 3
PASS,FOUND,/government/organisations/department-for-international-development,dfid,1,<= 3
PASS,FOUND,/government/organisations/department-of-health,dh,1,<= 3
PASS,FOUND,/government/publications/claiming-discretionary-housing-payments,dhp,1,<= 3
PASS,FOUND,/government/publications/claiming-discretionary-housing-payments,dhp form,1,<= 3
FAIL,FOUND,/government/publications/adult-obesity-and-type-2-diabetes,diabetes type 2,4,<= 3
FAIL,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,digi card,4,<= 3
PASS,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,digi tacho,2,<= 3
PASS,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,digital tacho,1,<= 3
FAIL,FOUND,/government/publications/d777b-application-for-a-digital-tachograph-driver-card,digital tacho,4,<= 3
FAIL,FOUND,/apply-for-a-digital-tachograph-driver-smart-card,digital tacho card,4,<= 3
PASS,FOUND,/vehicle-tax-direct-debit,direct debit car tax,2,<= 3
PASS,FOUND,/employee-directors,director ni,2,<= 3
PASS,FOUND,/employee-directors,directors ni,2,<= 3
FAIL,FOUND,/transport-disabled,disability car,6,<= 3
FAIL,NOT FOUND,/financial-help-disabled,disability car tax,0,<= 3
PASS,FOUND,/vehicle-tax,disability car tax,1,<= 3
PASS,FOUND,/government/publications/organisations-responses-to-the-disability-discrimination-act-2009-study-rr685,disability discrimination act,3,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,disability living allowance,1,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,disability living allowance,5,<= 3
PASS,FOUND,/disability-living-allowance-children,disability living allowance,3,<= 3
PASS,FOUND,/disability-living-allowance-children,disability living allowance for children,2,<= 3
PASS,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,disability living allowance for children,1,<= 3
PASS,FOUND,/government/collections/disability-confident-campaign,disabilty confident,1,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,disabilty living allowance,1,<= 3
PASS,FOUND,/vehicle-tax,disabled car tax,1,<= 3
FAIL,NOT FOUND,/financial-help-disabled,disabled car tax,0,<= 3
FAIL,FOUND,/vehicle-tax,disabled road tax,7,<= 3
FAIL,FOUND,/financial-help-disabled,disabled road tax,9,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,disclosure and barring service,2,<= 3
PASS,FOUND,/dbs-update-service,disclosure and barring service,3,<= 3
FAIL,FOUND,/government/consultations/personal-injury-discount-rate-how-it-should-be-set-in-future,discount rate,5,<= 3
PASS,FOUND,/government/publications/claiming-discretionary-housing-payments,discretionary housing payment,2,<= 3
PASS,FOUND,/government/collections/discretionary-housing-payments-statistics,discretionary housing payment,1,<= 3
FAIL,FOUND,/government/publications/summary-evidence-on-district-heating-networks-in-the-uk,district heating,4,<= 3
PASS,FOUND,/divorce,divorce application,2,<= 3
PASS,FOUND,/divorce,divorce costs,1,<= 3
PASS,FOUND,/court-fees-what-they-are,divorce fees,2,<= 3
PASS,FOUND,/divorce,divorce fees,1,<= 3
PASS,FOUND,/divorce,divorse,1,<= 3
PASS,FOUND,/disability-living-allowance-children,dla,3,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla,5,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla application,1,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla application form,1,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla child,5,<= 3
PASS,FOUND,/disability-living-allowance-children,dla child,3,<= 3
PASS,FOUND,/disability-living-allowance-children,dla children,3,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla children,4,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla contact,1,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla contact number,1,<= 3
FAIL,FOUND,/disability-benefits-helpline,dla contact number,4,<= 3
PASS,FOUND,/disability-living-allowance-children,dla contact number,3,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla for adults,1,<= 3
PASS,FOUND,/disability-living-allowance-children,dla for child,3,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla for child,5,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla for children,4,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla form,2,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla form,4,<= 3
PASS,FOUND,/disability-living-allowance-children,dla form,3,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-for-children-claim-form,dla forms,4,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla forms,2,<= 3
PASS,FOUND,/disability-living-allowance-children,dla forms,3,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla mobility,1,<= 3
PASS,FOUND,/pip,dla to pip,2,<= 3
PASS,FOUND,/dla-disability-living-allowance-benefit,dla to pip,1,<= 3
FAIL,FOUND,/government/publications/disability-living-allowance-is-ending-leaflet,dla to pip,6,<= 3
PASS,FOUND,/government/organisations/disclosure-and-barring-service,documents required for dbs,1,<= 3
FAIL,NOT FOUND,/guidance/the-highway-code/rules-about-animals-47-to-58,dog in car,0,<= 3
PASS,FOUND,/government/organisations/department-of-health,doh,1,<= 3
PASS,FOUND,/apply-blue-badge,download blue badge application form,1,<= 3
PASS,FOUND,/view-driving-licence,drive licence,1,<= 3
PASS,FOUND,/apply-first-provisional-driving-licence,drive licence,2,<= 3
FAIL,FOUND,/change-address-driving-licence,drive licence,4,<= 3
PASS,FOUND,/view-driving-licence,drive license,1,<= 3
PASS,FOUND,/government/organisations/driver-and-vehicle-licensing-agency,driver licence,2,<= 3
PASS,FOUND,/view-driving-licence,driver licence check,2,<= 3
PASS,FOUND,/view-driving-licence,driver licence code,1,<= 3
PASS,FOUND,/government/organisations/driver-and-vehicle-licensing-agency,driver license,2,<= 3
PASS,FOUND,/view-driving-licence,drivers licence,1,<= 3
PASS,FOUND,/change-address-driving-licence,drivers licence,3,<= 3
PASS,FOUND,/government/organisations/driver-and-vehicle-licensing-agency,drivers license,2,<= 3
FAIL,NOT FOUND,/dvla-change-address,drivers license,0,<= 3
PASS,FOUND,/government/organisations/driver-and-vehicle-licensing-agency,drivers liscence,3,<= 3
PASS,FOUND,/change-driving-test,drivin test,1,<= 3
PASS,FOUND,/driving-abroad,driving abroad,1,<= 3
PASS,FOUND,/view-driving-licence,driving abroad,2,<= 3
FAIL,FOUND,/change-address-driving-licence,driving licence,5,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving licence 70,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence access code,1,<= 3
PASS,FOUND,/dvla-change-address,driving licence address change,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving licence address change,3,<= 3
PASS,FOUND,/track-your-driving-licence-application,driving licence application,1,<= 3
FAIL,FOUND,/apply-first-provisional-driving-licence,driving licence application,4,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving licence at 70,1,<= 3
PASS,FOUND,/driving-licence-categories,driving licence categories,1,<= 3
PASS,FOUND,/driving-licence-categories,driving licence category,1,<= 3
PASS,FOUND,/dvla-change-address,driving licence change address,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving licence change address,3,<= 3
PASS,FOUND,/change-address-driving-licence,driving licence change of address,3,<= 3
PASS,FOUND,/view-driving-licence,driving licence check,1,<= 3
PASS,FOUND,/check-driving-information,driving licence check,2,<= 3
PASS,FOUND,/check-driving-information,driving licence check code,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence check codes,1,<= 3
PASS,FOUND,/check-driving-information,driving licence check codes,2,<= 3
FAIL,FOUND,/driving-licence-codes,driving licence check codes,8,<= 3
PASS,FOUND,/view-driving-licence,driving licence checker,1,<= 3
FAIL,FOUND,/check-driving-information,driving licence checker,10,<= 3
PASS,FOUND,/view-driving-licence,driving licence checks,1,<= 3
PASS,FOUND,/check-driving-information,driving licence checks,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence code,1,<= 3
PASS,FOUND,/driving-licence-codes,driving licence code,2,<= 3
PASS,FOUND,/driving-licence-codes,driving licence codes,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence codes,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence counterpart,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence details,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence endorsements,1,<= 3
PASS,FOUND,/renew-driving-licence,driving licence expired,2,<= 3
PASS,FOUND,/driving-licence-fees,driving licence fee,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving licence form,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence info,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence information,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,driving licence lost,1,<= 3
FAIL,NOT FOUND,/health-conditions-and-driving,driving licence medical,0,<= 3
FAIL,FOUND,/change-name-driving-licence,driving licence name change,4,<= 3
PASS,FOUND,/view-driving-licence,driving licence number,1,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving licence over 70,1,<= 3
FAIL,FOUND,/photos-for-passports,driving licence photo,4,<= 3
FAIL,FOUND,/renew-photo-driving-licence,driving licence photo,5,<= 3
PASS,FOUND,/view-driving-licence,driving licence points,1,<= 3
PASS,FOUND,/check-driving-information,driving licence points,2,<= 3
PASS,FOUND,/view-driving-licence,driving licence record,1,<= 3
PASS,FOUND,/renew-driving-licence,driving licence renew,1,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving licence renew at 70,1,<= 3
PASS,FOUND,/renew-driving-licence,driving licence renewal,1,<= 3
FAIL,FOUND,/renew-driving-licence-at-70,driving licence renewal,4,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving licence renewal at 70,1,<= 3
PASS,FOUND,/apply-online-to-replace-a-driving-licence,driving licence replacement,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence share code,1,<= 3
PASS,FOUND,/view-driving-licence,driving licence summary,1,<= 3
PASS,FOUND,/book-driving-test,driving licence test,1,<= 3
PASS,FOUND,/book-theory-test,driving licence theory test,1,<= 3
PASS,FOUND,/dvla-change-address,driving licence update,1,<= 3
FAIL,NOT FOUND,/track-your-driving-licence-application,driving licence update,0,<= 3
PASS,FOUND,/view-driving-licence,driving licence view,1,<= 3
PASS,FOUND,/view-driving-licence,driving license,1,<= 3
FAIL,FOUND,/change-address-driving-licence,driving license,4,<= 3
PASS,FOUND,/dvla-change-address,driving license address,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving license address,3,<= 3
PASS,FOUND,/dvla-change-address,driving license address change,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving license address change,3,<= 3
PASS,FOUND,/track-your-driving-licence-application,driving license application,1,<= 3
PASS,FOUND,/renew-driving-licence-at-70,driving license at 70,1,<= 3
PASS,FOUND,/driving-licence-categories,driving license categories,1,<= 3
PASS,FOUND,/dvla-change-address,driving license change address,1,<= 3
PASS,FOUND,/change-address-driving-licence,driving license change of address,3,<= 3
PASS,FOUND,/view-driving-licence,driving license check,1,<= 3
PASS,FOUND,/check-driving-information,driving license check,2,<= 3
